id,first_name,last_name,email,gender,ip_address,player_name,age,position,team,nationality,height,weight,jersey_number,goals_scored,assists
532,Abbott,Rubinek,arubineker@nifty.com,Male,200.178.252.12,Abbott Rubinek,20,defender,Real Madrid,Indonesia,201.37,79.37,32,37,30
533,Alexei,Bellanger,abellangeres@smugmug.com,Male,110.247.250.185,Alexei Bellanger,24,midfielder,Barcelona,France,167.88,78.94,95,34,11
534,Stefanie,Ferris,sferriset@woothemes.com,Female,250.183.65.19,Stefanie Ferris,18,forward,Real Madrid,China,197.68,87.95,24,42,22
535,Moritz,Desforges,mdesforgeseu@huffingtonpost.com,Male,29.42.66.58,Moritz Desforges,22,goalkeeper,Manchester United,Russia,162.65,57.4,75,0,29
536,Bearnard,Minter,bminterev@columbia.edu,Polygender,91.56.113.83,Bearnard Minter,25,midfielder,Barcelona,Ethiopia,182.08,96.83,97,28,19
537,Pauline,Sivier,psivierew@soup.io,Female,39.143.99.95,Pauline Sivier,31,forward,Barcelona,Indonesia,162.51,85.16,69,42,4
538,Ashien,Laden,aladenex@amazon.com,Female,30.17.33.207,Ashien Laden,38,midfielder,Real Madrid,Indonesia,208.88,83.0,41,37,1
539,Viole,Wiggans,vwiggansey@ovh.net,Female,85.239.167.96,Viole Wiggans,30,forward,Real Madrid,Malta,186.47,50.0,32,32,4
540,Thibaut,Hinsch,thinschez@lycos.com,Male,76.162.118.212,Thibaut Hinsch,29,defender,Barcelona,Kenya,159.92,60.13,79,39,22
541,Ulrich,Eddowis,ueddowisf0@constantcontact.com,Male,29.249.242.207,Ulrich Eddowis,21,forward,Barcelona,Brazil,187.71,94.06,1,23,22
542,Janine,Burghill,jburghillf1@tamu.edu,Female,165.249.90.222,Janine Burghill,30,midfielder,Bayern Munich,China,174.41,64.38,25,15,28
543,Gannie,Brake,gbrakef2@epa.gov,Male,228.72.23.88,Gannie Brake,38,defender,Bayern Munich,Jamaica,173.66,70.74,71,18,7
544,Maribelle,McCoy,mmccoyf3@shareasale.com,Non-binary,103.63.124.72,Maribelle McCoy,38,goalkeeper,Manchester United,Sweden,183.72,57.51,59,38,13
545,Kalina,Gloyens,kgloyensf4@apple.com,Female,7.20.170.239,Kalina Gloyens,38,goalkeeper,Barcelona,Indonesia,172.46,95.06,32,14,26
546,Morganne,Wayon,mwayonf5@weather.com,Female,113.115.141.112,Morganne Wayon,37,defender,Real Madrid,Venezuela,195.06,93.88,97,13,15
547,Armando,Umpleby,aumplebyf6@mac.com,Male,55.189.172.196,Armando Umpleby,33,goalkeeper,Real Madrid,Bosnia and Herzegovina,178.35,86.11,68,50,30
548,Bondon,Cawsby,bcawsbyf7@nba.com,Male,200.6.189.41,Bondon Cawsby,31,midfielder,Bayern Munich,Indonesia,188.46,98.9,65,6,11
549,Julio,Agastina,jagastinaf8@ihg.com,Male,70.3.4.105,Julio Agastina,20,defender,Real Madrid,China,158.29,71.17,89,37,24
550,Karrie,Clint,kclintf9@disqus.com,Female,149.174.8.241,Karrie Clint,25,defender,Manchester United,Chile,202.69,65.03,71,16,27
551,Delaney,Gehring,dgehringfa@google.com.au,Male,74.10.105.59,Delaney Gehring,34,midfielder,Barcelona,Portugal,161.38,68.31,93,26,12
552,Sonja,Keenor,skeenorfb@accuweather.com,Female,192.63.136.177,Sonja Keenor,40,defender,Barcelona,China,159.06,87.03,36,46,27
553,Nathanil,Edghinn,nedghinnfc@sciencedaily.com,Male,104.104.82.133,Nathanil Edghinn,35,forward,Real Madrid,Indonesia,153.21,55.11,32,48,24
554,Bar,Franciottoi,bfranciottoifd@usa.gov,Male,57.174.43.48,Bar Franciottoi,25,midfielder,Bayern Munich,Yemen,204.88,54.44,58,7,7
555,Herbie,Catchpole,hcatchpolefe@1688.com,Male,157.180.239.78,Herbie Catchpole,26,forward,Manchester United,Colombia,166.28,87.12,90,10,29
556,Linoel,Budget,lbudgetff@myspace.com,Male,229.127.115.6,Linoel Budget,21,midfielder,Real Madrid,Tanzania,164.19,56.38,1,10,9
557,Alis,Biasioli,abiasiolifg@ihg.com,Female,251.23.4.243,Alis Biasioli,38,midfielder,Manchester United,Panama,158.68,92.77,71,45,6
558,Agnola,McFater,amcfaterfh@hud.gov,Female,114.72.162.124,Agnola McFater,25,forward,Barcelona,Poland,162.16,50.61,91,12,30
559,Regina,Pennick,rpennickfi@dailymotion.com,Female,156.135.232.131,Regina Pennick,31,defender,Bayern Munich,Sweden,188.62,56.22,48,19,6
560,Kyrstin,Skehens,kskehensfj@webs.com,Female,68.93.97.23,Kyrstin Skehens,18,forward,Barcelona,Indonesia,186.23,71.85,71,32,27
561,Shara,Fishbourn,sfishbournfk@blogspot.com,Female,169.108.48.32,Shara Fishbourn,23,goalkeeper,Manchester United,South Africa,193.5,99.99,67,20,10
562,Pryce,Callacher,pcallacherfl@unesco.org,Male,212.192.172.222,Pryce Callacher,28,forward,Barcelona,Sweden,173.91,68.24,43,8,8
563,Earlie,Clyne,eclynefm@cyberchimps.com,Male,18.31.144.63,Earlie Clyne,26,forward,Barcelona,Bulgaria,179.1,90.22,97,46,1
564,Mortie,Oakman,moakmanfn@123-reg.co.uk,Polygender,151.128.186.102,Mortie Oakman,30,midfielder,Bayern Munich,Philippines,203.14,94.2,40,12,19
565,Rhonda,Kettel,rkettelfo@ca.gov,Female,39.207.145.70,Rhonda Kettel,28,goalkeeper,Barcelona,Poland,191.79,90.64,21,23,18
566,Ariel,Mullin,amullinfp@gizmodo.com,Agender,135.185.77.242,Ariel Mullin,39,forward,Manchester United,Colombia,203.84,91.72,38,18,15
567,Welsh,Senogles,wsenoglesfq@tripadvisor.com,Male,161.196.56.214,Welsh Senogles,39,goalkeeper,Bayern Munich,China,202.39,63.83,77,5,12
568,Caddric,Raison,craisonfr@salon.com,Male,55.100.167.132,Caddric Raison,30,defender,Manchester United,China,198.88,60.06,60,26,30
569,Kathlin,Stave,kstavefs@techcrunch.com,Female,62.240.129.217,Kathlin Stave,29,forward,Manchester United,China,187.92,97.3,84,6,23
570,Walden,Bails,wbailsft@opensource.org,Male,13.28.158.75,Walden Bails,38,goalkeeper,Manchester United,China,181.6,62.34,30,20,26
571,Ardith,Troker,atrokerfu@mit.edu,Genderqueer,190.211.69.19,Ardith Troker,34,forward,Manchester United,Malaysia,200.47,61.66,55,5,2
572,Bernarr,Suffield,bsuffieldfv@jiathis.com,Male,131.146.28.120,Bernarr Suffield,39,forward,Bayern Munich,Haiti,209.26,77.74,94,13,1
573,Analiese,Sheehan,asheehanfw@last.fm,Female,212.92.44.247,Analiese Sheehan,18,defender,Manchester United,Argentina,172.78,57.37,72,50,3
574,Vic,Drayson,vdraysonfx@comcast.net,Male,173.146.93.54,Vic Drayson,27,goalkeeper,Real Madrid,China,158.09,59.72,73,33,29
575,Robinett,Marshland,rmarshlandfy@uol.com.br,Female,138.222.37.133,Robinett Marshland,37,forward,Real Madrid,China,157.37,62.96,53,10,10
576,Vladimir,Larby,vlarbyfz@nytimes.com,Male,255.240.118.160,Vladimir Larby,35,defender,Bayern Munich,China,159.51,94.74,87,40,15
577,Phillipp,Livick,plivickg0@dailymail.co.uk,Bigender,24.1.28.37,Phillipp Livick,40,forward,Barcelona,Poland,164.34,83.64,53,36,5
578,Nil,Edwards,nedwardsg1@arizona.edu,Male,27.176.105.183,Nil Edwards,28,defender,Real Madrid,Dominica,150.83,55.41,87,36,16
579,Muhammad,Keyhoe,mkeyhoeg2@boston.com,Male,157.41.60.58,Muhammad Keyhoe,31,goalkeeper,Manchester United,China,167.9,92.46,18,2,28
580,Marten,Rowlin,mrowling3@wufoo.com,Male,110.224.26.80,Marten Rowlin,19,forward,Bayern Munich,China,187.4,66.55,58,45,14
581,Delaney,Pashler,dpashlerg4@bravesites.com,Male,120.82.186.14,Delaney Pashler,32,defender,Manchester United,Portugal,167.23,85.47,82,50,5
582,Lesly,Brockwell,lbrockwellg5@feedburner.com,Female,196.165.255.91,Lesly Brockwell,24,forward,Manchester United,Indonesia,188.23,89.58,66,23,16
583,Valdemar,Pohlak,vpohlakg6@nymag.com,Male,190.140.22.45,Valdemar Pohlak,19,midfielder,Real Madrid,Cuba,181.36,95.52,63,48,23
584,Mellie,Houlaghan,mhoulaghang7@google.es,Female,44.91.99.105,Mellie Houlaghan,38,defender,Bayern Munich,Sweden,187.11,73.38,27,17,28
585,Gabe,Boerderman,gboerdermang8@slate.com,Male,57.116.208.119,Gabe Boerderman,19,midfielder,Real Madrid,South Korea,168.87,87.58,10,32,12
586,Raviv,Renshell,rrenshellg9@flickr.com,Male,253.31.61.236,Raviv Renshell,31,midfielder,Bayern Munich,Poland,183.86,90.02,82,49,4
587,Mikol,Wandrey,mwandreyga@live.com,Male,197.104.243.230,Mikol Wandrey,27,goalkeeper,Barcelona,Russia,207.96,88.47,34,25,21
588,Pennie,Wilderspoon,pwilderspoongb@nymag.com,Female,142.225.227.96,Pennie Wilderspoon,34,goalkeeper,Barcelona,United States,201.08,78.44,16,4,18
589,Kaitlyn,Sheather,ksheathergc@mtv.com,Female,184.140.98.86,Kaitlyn Sheather,39,goalkeeper,Bayern Munich,Indonesia,160.86,88.2,76,8,4
590,Dalia,Beavors,dbeavorsgd@mysql.com,Female,28.15.205.242,Dalia Beavors,23,defender,Real Madrid,France,157.1,73.33,90,47,2
591,Westbrooke,Frail,wfrailge@skyrock.com,Male,23.33.49.81,Westbrooke Frail,22,defender,Barcelona,Vietnam,151.11,89.13,43,23,3
592,Cullan,Gaul,cgaulgf@tamu.edu,Male,194.78.191.107,Cullan Gaul,39,forward,Barcelona,United States,176.95,63.91,64,24,3
593,Marinna,Brugemann,mbrugemanngg@woothemes.com,Female,114.101.68.205,Marinna Brugemann,23,midfielder,Barcelona,United States,207.11,67.3,82,18,0
594,Edmund,Peagram,epeagramgh@sciencedaily.com,Male,105.109.240.29,Edmund Peagram,20,defender,Barcelona,Sweden,150.91,92.3,68,21,25
595,Traver,Sterricks,tsterricksgi@chron.com,Male,125.141.3.93,Traver Sterricks,29,goalkeeper,Manchester United,Peru,182.9,57.13,72,50,11
596,Lew,Lebell,llebellgj@goo.gl,Male,248.70.159.62,Lew Lebell,36,goalkeeper,Bayern Munich,Colombia,202.57,90.48,38,32,4
597,Gilles,Duddy,gduddygk@etsy.com,Male,113.202.105.62,Gilles Duddy,19,midfielder,Bayern Munich,Syria,209.62,74.42,12,39,27
598,Demetra,Cockram,dcockramgl@multiply.com,Female,212.197.9.126,Demetra Cockram,20,defender,Bayern Munich,Iran,156.38,66.88,73,50,1
599,Frazer,Chatterton,fchattertongm@redcross.org,Male,160.183.134.95,Frazer Chatterton,19,forward,Real Madrid,Ireland,152.83,71.19,31,44,7
600,Bill,Spinige,bspinigegn@utexas.edu,Bigender,124.93.208.168,Bill Spinige,20,goalkeeper,Manchester United,Vietnam,156.32,70.05,23,31,8
601,Stepha,Churn,schurngo@ox.ac.uk,Female,30.147.182.246,Stepha Churn,29,midfielder,Bayern Munich,Russia,196.25,73.88,68,9,20
602,Giorgio,Land,glandgp@facebook.com,Male,53.48.147.61,Giorgio Land,38,midfielder,Bayern Munich,Bangladesh,206.26,77.4,47,46,15
603,Ruy,Petrescu,rpetrescugq@networksolutions.com,Male,176.199.133.158,Ruy Petrescu,28,goalkeeper,Barcelona,Philippines,160.05,57.43,83,30,16
604,Filip,Dignon,fdignongr@deviantart.com,Male,185.182.104.111,Filip Dignon,40,midfielder,Real Madrid,Bangladesh,172.45,94.65,33,26,13
605,Yoshi,Ector,yectorgs@microsoft.com,Female,168.209.108.67,Yoshi Ector,28,midfielder,Real Madrid,Benin,188.29,57.32,47,13,16
606,Baron,Cuskery,bcuskerygt@admin.ch,Male,177.208.244.160,Baron Cuskery,35,midfielder,Real Madrid,China,200.91,56.53,70,13,28
607,Krissy,Idenden,kidendengu@techcrunch.com,Female,215.46.5.251,Krissy Idenden,19,forward,Bayern Munich,China,160.78,70.44,36,46,23
608,Kessia,Marco,kmarcogv@vkontakte.ru,Female,203.178.163.29,Kessia Marco,39,goalkeeper,Real Madrid,China,179.57,90.81,35,4,23
609,Maiga,Lamcken,mlamckengw@cdbaby.com,Female,78.175.223.121,Maiga Lamcken,31,forward,Bayern Munich,China,181.99,63.06,3,38,15
610,Abeu,Faulconer,afaulconergx@bloglines.com,Agender,212.129.155.185,Abeu Faulconer,30,midfielder,Real Madrid,Russia,202.43,52.04,26,5,10
611,Rees,Gabbotts,rgabbottsgy@cisco.com,Male,164.23.160.11,Rees Gabbotts,39,defender,Barcelona,China,154.41,57.16,34,43,9
612,Constantine,Sidry,csidrygz@tmall.com,Female,167.157.88.138,Constantine Sidry,40,goalkeeper,Manchester United,China,197.55,52.35,30,23,26
613,Job,Scimonelli,jscimonellih0@fema.gov,Genderfluid,23.174.183.190,Job Scimonelli,25,midfielder,Bayern Munich,China,205.61,82.21,80,39,9
614,Louisette,Le-Good,llegoodh1@cdbaby.com,Female,95.107.169.106,Louisette Le-Good,19,midfielder,Barcelona,Argentina,174.92,93.22,9,47,3
615,Willetta,Kitchener,wkitchenerh2@amazon.co.jp,Female,16.190.60.183,Willetta Kitchener,34,goalkeeper,Barcelona,Brazil,150.93,90.52,41,6,18
616,Clementine,Dimnage,cdimnageh3@artisteer.com,Female,129.78.151.47,Clementine Dimnage,27,midfielder,Barcelona,United States,175.48,68.26,14,14,24
617,Cristal,Shere,cshereh4@myspace.com,Female,53.137.189.84,Cristal Shere,21,midfielder,Bayern Munich,Jordan,160.23,82.6,67,29,18
618,Elnar,Borchardt,eborchardth5@google.com,Male,82.19.108.173,Elnar Borchardt,39,goalkeeper,Manchester United,Syria,157.96,93.02,20,43,21
619,Joyann,Dullingham,jdullinghamh6@berkeley.edu,Female,192.112.40.184,Joyann Dullingham,34,forward,Real Madrid,China,175.26,89.98,87,46,21
620,Monte,Pardi,mpardih7@yahoo.co.jp,Male,79.77.100.80,Monte Pardi,36,defender,Bayern Munich,Indonesia,156.73,77.47,75,8,19
621,Evelina,Helgass,ehelgassh8@digg.com,Female,77.120.141.93,Evelina Helgass,31,midfielder,Bayern Munich,United States,180.36,71.32,16,37,7
622,Verina,Docket,vdocketh9@twitpic.com,Female,56.235.190.247,Verina Docket,21,defender,Manchester United,United Kingdom,173.36,83.33,68,25,23
623,Georgeanne,Luna,glunaha@qq.com,Female,197.24.121.43,Georgeanne Luna,23,midfielder,Manchester United,Kuwait,192.69,58.62,67,28,30
624,Whittaker,Del Checolo,wdelhb@cam.ac.uk,Male,132.109.143.198,Whittaker Del Checolo,24,forward,Barcelona,Peru,184.57,98.29,32,31,26
625,Georgie,Catherine,gcatherinehc@sitemeter.com,Genderqueer,4.161.129.100,Georgie Catherine,21,defender,Barcelona,Latvia,159.45,70.23,54,29,20
626,Hanni,Selwyne,hselwynehd@guardian.co.uk,Female,9.3.48.11,Hanni Selwyne,26,forward,Bayern Munich,New Zealand,206.8,88.01,2,37,10
627,Fred,Willshaw,fwillshawhe@toplist.cz,Male,122.1.54.88,Fred Willshaw,38,defender,Barcelona,Philippines,182.26,94.72,62,14,20
628,Kylie,O'Heyne,koheynehf@usnews.com,Male,100.27.115.236,Kylie O'Heyne,24,midfielder,Barcelona,Indonesia,173.4,74.81,46,24,28
629,Kingston,Harding,khardinghg@marketwatch.com,Male,187.57.52.230,Kingston Harding,29,defender,Manchester United,Russia,190.42,80.42,20,9,8
630,Amery,Beardwell,abeardwellhh@nymag.com,Male,181.12.247.100,Amery Beardwell,35,midfielder,Bayern Munich,Brazil,203.99,68.31,55,21,14
631,Brandy,Ugo,bugohi@miitbeian.gov.cn,Male,244.223.206.41,Brandy Ugo,40,defender,Manchester United,Indonesia,202.77,73.57,80,49,18
632,Neysa,Turpie,nturpiehj@accuweather.com,Polygender,239.156.55.251,Neysa Turpie,39,midfielder,Real Madrid,Indonesia,180.45,86.19,9,47,26
633,Eli,Croisier,ecroisierhk@ox.ac.uk,Male,15.41.212.24,Eli Croisier,21,forward,Barcelona,Vietnam,172.57,88.74,69,25,28
634,Annette,Chomiszewski,achomiszewskihl@blogs.com,Female,31.125.99.82,Annette Chomiszewski,37,defender,Barcelona,Sweden,196.89,74.73,94,13,4
635,Tabina,Farn,tfarnhm@alexa.com,Female,117.91.63.56,Tabina Farn,39,forward,Barcelona,Philippines,199.62,57.95,41,34,5
636,Dillie,Etock,detockhn@zimbio.com,Male,101.58.11.200,Dillie Etock,39,defender,Real Madrid,Russia,179.96,90.19,17,4,12
637,Em,Lindley,elindleyho@senate.gov,Male,31.52.176.196,Em Lindley,37,goalkeeper,Barcelona,Bulgaria,174.62,79.69,44,4,15
638,Nicolette,Clayworth,nclayworthhp@aol.com,Female,143.15.45.211,Nicolette Clayworth,34,midfielder,Manchester United,Portugal,199.65,69.82,95,49,4
639,Gwynne,Fright,gfrighthq@smh.com.au,Female,144.61.187.149,Gwynne Fright,29,forward,Real Madrid,China,175.21,61.86,33,31,22
640,Karmen,Letteresse,kletteressehr@admin.ch,Female,249.143.43.144,Karmen Letteresse,26,forward,Manchester United,China,154.07,81.14,79,19,9
641,Selene,Chree,schreehs@cbc.ca,Female,32.11.141.9,Selene Chree,35,midfielder,Bayern Munich,South Africa,171.19,79.13,25,10,14
642,Filide,Bodman,fbodmanht@alexa.com,Female,206.249.251.154,Filide Bodman,28,defender,Real Madrid,Thailand,204.89,66.64,89,17,19
643,Holmes,Durie,hduriehu@phpbb.com,Male,131.145.223.207,Holmes Durie,40,defender,Barcelona,Greece,170.47,91.08,45,3,6
644,Debee,Thyer,dthyerhv@slashdot.org,Female,87.3.20.24,Debee Thyer,38,midfielder,Manchester United,China,191.94,52.83,73,23,14
645,Colet,Treslove,ctreslovehw@apache.org,Male,28.224.120.201,Colet Treslove,19,defender,Manchester United,China,182.63,97.27,87,31,29
646,Camel,Belvin,cbelvinhx@samsung.com,Female,211.36.91.184,Camel Belvin,31,defender,Barcelona,Saint Helena,151.79,59.95,99,28,21
647,Franklin,Summerley,fsummerleyhy@samsung.com,Male,44.136.132.59,Franklin Summerley,36,forward,Manchester United,Japan,198.74,90.98,88,9,17
648,Clim,Birds,cbirdshz@ovh.net,Male,227.175.164.72,Clim Birds,39,midfielder,Barcelona,France,194.79,58.49,64,35,25
649,Olga,Barrett,obarretti0@geocities.jp,Female,53.224.114.178,Olga Barrett,26,forward,Bayern Munich,Indonesia,178.21,91.13,28,8,27
650,Melosa,Peyto,mpeytoi1@uol.com.br,Female,66.229.109.53,Melosa Peyto,31,defender,Manchester United,China,151.45,82.47,26,44,15
651,Brodie,Dunthorn,bdunthorni2@eventbrite.com,Male,217.156.240.204,Brodie Dunthorn,21,defender,Real Madrid,Panama,206.91,91.5,91,42,6
652,Gussy,Backshell,gbackshelli3@e-recht24.de,Genderfluid,156.13.186.240,Gussy Backshell,35,goalkeeper,Real Madrid,Ukraine,199.18,51.4,30,29,7
653,Niccolo,Yakovich,nyakovichi4@opensource.org,Male,62.238.224.69,Niccolo Yakovich,30,goalkeeper,Bayern Munich,Burkina Faso,155.8,61.4,83,36,1
654,Xavier,Simacek,xsimaceki5@ed.gov,Male,91.254.116.24,Xavier Simacek,25,goalkeeper,Barcelona,China,175.89,74.12,84,6,18
655,Rollins,Buterton,rbutertoni6@google.com.hk,Male,178.247.37.214,Rollins Buterton,34,goalkeeper,Manchester United,Argentina,181.39,90.71,82,21,22
656,Tabbitha,Alderwick,talderwicki7@arstechnica.com,Female,167.12.255.118,Tabbitha Alderwick,32,goalkeeper,Bayern Munich,Guatemala,203.44,65.47,84,0,28
657,Hilario,Sharrem,hsharremi8@miitbeian.gov.cn,Male,30.50.123.207,Hilario Sharrem,19,forward,Barcelona,China,194.99,59.99,7,41,12
658,Eberhard,Smithers,esmithersi9@bloglines.com,Male,93.87.68.237,Eberhard Smithers,27,midfielder,Bayern Munich,Philippines,160.35,77.01,33,35,1
659,Rahel,Meaton,rmeatonia@go.com,Female,2.193.247.189,Rahel Meaton,28,goalkeeper,Real Madrid,Mali,158.02,85.56,14,20,4
660,Jane,Stonhard,jstonhardib@dell.com,Female,201.24.115.248,Jane Stonhard,20,midfielder,Bayern Munich,Macedonia,180.41,84.27,16,26,18
661,Shellysheldon,MacTrustie,smactrustieic@bloglovin.com,Male,248.63.58.108,Shellysheldon MacTrustie,36,forward,Bayern Munich,Norway,201.29,50.85,74,45,27
662,Alexina,Tamburo,atamburoid@sourceforge.net,Non-binary,190.31.251.32,Alexina Tamburo,38,goalkeeper,Real Madrid,Malaysia,152.5,96.71,35,50,7
663,Riordan,Steade,rsteadeie@usa.gov,Male,245.112.248.11,Riordan Steade,19,forward,Barcelona,Poland,185.7,97.51,63,15,11
664,Luke,Hawthorn,lhawthornif@nba.com,Male,19.53.21.81,Luke Hawthorn,35,midfielder,Bayern Munich,Portugal,209.29,56.16,29,38,15
665,Gusti,Burtonwood,gburtonwoodig@bigcartel.com,Genderfluid,52.6.20.209,Gusti Burtonwood,30,goalkeeper,Real Madrid,Norway,188.88,92.07,74,36,20
666,Almeta,Smitton,asmittonih@vkontakte.ru,Female,107.65.103.160,Almeta Smitton,29,defender,Real Madrid,Saudi Arabia,177.07,72.33,91,8,15
667,Reed,Linne,rlinneii@geocities.com,Male,33.160.65.76,Reed Linne,37,defender,Manchester United,Russia,173.7,69.5,21,7,5
668,Ezmeralda,Avann,eavannij@nytimes.com,Female,109.37.88.122,Ezmeralda Avann,39,midfielder,Barcelona,Philippines,166.2,61.87,50,37,23
669,Leena,Cerie,lcerieik@rakuten.co.jp,Bigender,120.147.255.76,Leena Cerie,19,defender,Barcelona,Indonesia,150.9,75.41,72,9,16
670,Madelon,Doles,mdolesil@vistaprint.com,Female,164.87.103.64,Madelon Doles,37,goalkeeper,Manchester United,Brazil,190.14,61.35,30,41,22
671,Jany,Oakenford,joakenfordim@jigsy.com,Female,175.31.65.11,Jany Oakenford,25,midfielder,Bayern Munich,Brazil,191.18,78.08,92,6,2
672,Warner,Densey,wdenseyin@ted.com,Male,252.23.203.14,Warner Densey,30,forward,Bayern Munich,Japan,202.3,70.84,32,12,0
673,Trisha,Philcock,tphilcockio@icio.us,Female,104.127.170.244,Trisha Philcock,39,defender,Bayern Munich,Nicaragua,150.84,99.57,27,16,30
674,Elie,Cockcroft,ecockcroftip@techcrunch.com,Female,176.152.145.113,Elie Cockcroft,32,defender,Manchester United,United States,180.24,81.34,57,3,4
675,Eunice,Espinazo,eespinazoiq@scientificamerican.com,Genderfluid,183.240.110.70,Eunice Espinazo,25,forward,Barcelona,Netherlands,201.52,99.34,5,18,18
676,Ferdy,La Croce,flair@unc.edu,Male,192.230.239.10,Ferdy La Croce,33,defender,Bayern Munich,Israel,196.26,98.81,14,25,3
677,Waly,Niccolls,wniccollsis@twitter.com,Female,79.8.13.50,Waly Niccolls,27,goalkeeper,Manchester United,Philippines,167.62,97.95,13,40,14
678,Michael,Blance,mblanceit@blinklist.com,Male,182.66.125.125,Michael Blance,29,defender,Bayern Munich,China,158.27,85.99,55,26,28
679,Humfrid,Koop,hkoopiu@dailymotion.com,Male,233.89.123.138,Humfrid Koop,34,defender,Barcelona,France,156.64,93.64,3,0,8
680,Cordy,Arch,carchiv@princeton.edu,Female,176.190.207.126,Cordy Arch,30,midfielder,Bayern Munich,Philippines,155.53,52.3,75,12,30
681,Drucill,Sywell,dsywelliw@icq.com,Female,83.194.30.47,Drucill Sywell,26,forward,Barcelona,Indonesia,207.71,85.95,4,39,15
682,Michail,McCulley,mmcculleyix@jimdo.com,Male,143.3.34.165,Michail McCulley,32,defender,Barcelona,Indonesia,192.44,83.73,29,41,24
683,Sonja,Wilkes,swilkesiy@over-blog.com,Female,166.28.52.193,Sonja Wilkes,24,forward,Barcelona,Indonesia,152.74,94.51,77,39,4
684,Lizabeth,Harbach,lharbachiz@blogspot.com,Female,64.27.34.48,Lizabeth Harbach,23,forward,Barcelona,Bulgaria,198.32,85.79,43,10,7
685,Aron,Leynham,aleynhamj0@1und1.de,Male,209.84.168.18,Aron Leynham,28,forward,Barcelona,China,154.6,94.94,18,44,16
686,Megan,Groger,mgrogerj1@tinyurl.com,Female,233.120.206.64,Megan Groger,26,forward,Real Madrid,Saint Lucia,193.88,81.95,90,45,17
687,Ara,Rudyard,arudyardj2@biblegateway.com,Male,184.88.80.78,Ara Rudyard,25,goalkeeper,Manchester United,China,150.6,82.1,44,35,14
688,Hamlin,Shannon,hshannonj3@arizona.edu,Male,65.241.21.103,Hamlin Shannon,33,forward,Manchester United,Philippines,156.24,99.29,83,5,24
689,Verna,Heliar,vheliarj4@ow.ly,Female,138.72.105.83,Verna Heliar,26,defender,Bayern Munich,Russia,196.18,98.72,41,19,5
690,Jacqueline,Bouskill,jbouskillj5@google.ca,Female,6.166.246.253,Jacqueline Bouskill,36,defender,Manchester United,Indonesia,178.2,96.93,83,25,7
691,Abba,Peake,apeakej6@ebay.com,Male,224.194.7.240,Abba Peake,28,defender,Bayern Munich,United States,164.8,92.28,19,29,25
692,Nichols,Antat,nantatj7@multiply.com,Male,41.68.78.150,Nichols Antat,26,goalkeeper,Barcelona,Russia,182.03,72.11,10,6,9
693,Bobby,Figgins,bfigginsj8@ca.gov,Male,217.79.202.10,Bobby Figgins,22,goalkeeper,Bayern Munich,Iran,154.47,74.85,37,0,18
694,Dallon,Toulmin,dtoulminj9@admin.ch,Genderqueer,135.176.3.115,Dallon Toulmin,29,forward,Manchester United,China,157.03,91.98,80,24,23
695,Darlleen,Keasy,dkeasyja@redcross.org,Female,54.187.35.230,Darlleen Keasy,33,forward,Real Madrid,Indonesia,180.44,58.32,93,34,23
696,Rocky,Collingdon,rcollingdonjb@addthis.com,Male,169.226.166.141,Rocky Collingdon,34,forward,Real Madrid,Bahamas,182.41,77.52,55,25,28
697,Dierdre,Challender,dchallenderjc@fastcompany.com,Non-binary,207.139.213.158,Dierdre Challender,33,goalkeeper,Manchester United,Japan,201.84,72.22,58,23,21
698,Stanislaus,Learoid,slearoidjd@ocn.ne.jp,Male,57.112.54.62,Stanislaus Learoid,38,midfielder,Barcelona,Taiwan,154.08,78.72,44,25,10
699,Any,Dwelley,adwelleyje@bloglovin.com,Male,7.116.240.6,Any Dwelley,26,midfielder,Bayern Munich,Poland,189.09,94.74,99,15,1
700,Jedd,Pavelka,jpavelkajf@cbsnews.com,Male,90.254.95.35,Jedd Pavelka,24,defender,Bayern Munich,Brazil,189.95,62.51,41,7,2
701,Wally,Thor,wthorjg@fda.gov,Male,228.220.131.35,Wally Thor,25,forward,Bayern Munich,Poland,182.82,74.35,39,47,12
702,Ekaterina,Timmermann,etimmermannjh@wikimedia.org,Female,6.17.141.220,Ekaterina Timmermann,33,forward,Real Madrid,China,190.81,51.74,81,19,10
703,Abdel,Dowber,adowberji@arizona.edu,Male,211.94.35.187,Abdel Dowber,25,defender,Bayern Munich,Portugal,150.71,83.38,21,49,19
704,Ruddie,Duckinfield,rduckinfieldjj@feedburner.com,Male,43.245.197.26,Ruddie Duckinfield,19,defender,Real Madrid,China,184.46,99.81,84,15,7
705,Rodolphe,Linscott,rlinscottjk@bloglovin.com,Male,200.108.190.233,Rodolphe Linscott,24,midfielder,Real Madrid,Peru,154.59,75.29,50,1,16
706,Lonnard,De Goey,ldejl@homestead.com,Male,153.234.74.221,Lonnard De Goey,40,midfielder,Manchester United,Peru,155.93,94.75,26,38,5
707,Tallulah,Molineaux,tmolineauxjm@dot.gov,Polygender,47.243.117.92,Tallulah Molineaux,35,defender,Manchester United,Germany,204.53,59.61,83,20,9
708,Jacynth,Pennigar,jpennigarjn@wunderground.com,Genderfluid,92.22.251.107,Jacynth Pennigar,34,forward,Bayern Munich,China,185.06,81.24,33,39,25
709,Orsa,Toquet,otoquetjo@cnn.com,Female,19.57.91.83,Orsa Toquet,23,goalkeeper,Manchester United,Portugal,190.81,92.59,47,38,30
